"id","priority","requirement_status","release_evidence_status","evidence_refs","exception_ref","blocker_reason"
"SYN-002","P0","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/repository/updateRevisionInput.ts; packages/vscode-extension/tests/updateRevisionInput.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed selected-update E2E, remote/network failure UX, auth/certificate update evidence, and load evidence remain open"
"SYN-003","P0","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/repository/updateRevisionInput.ts; packages/vscode-extension/tests/updateRevisionInput.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","remote/network failure UX, auth/certificate update evidence, backend update failure evidence, and load evidence remain open"
"SYN-004","P0","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/repository/updateRevisionInput.ts; packages/vscode-extension/tests/updateRevisionInput.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","mixed-revision edge evidence, remote/network failure UX, backend update failure evidence, and load evidence remain open"
"SYN-005","P0","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/repository/updateRevisionInput.ts; packages/vscode-extension/tests/updateRevisionInput.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","externals boundary/auth-failure evidence, remote/network failure UX, backend update failure evidence, and load evidence remain open"
"SYN-006","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"SYN-007","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"SYN-008","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"SYN-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"SYN-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"BRM-001","P1","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","local-file installed branch/tag create happy path is covered; target browsing, broad remote/auth/certificate matrices, and repository-browser integration remain open"
"BRM-002","P1","Approved","blocked","none","none","target URL browsing remains post-Beta and has no implementation evidence"
"BRM-003","P1","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed copy-parent E2E, target browsing, broad remote/auth/certificate matrices, and repository-browser integration remain open"
"BRM-004","P1","Approved","blocked","none","none","single-flow switch-after-copy remains post-Beta; separate branch/tag creation and switch are tracked by BRM-001 and BRM-005"
"BRM-005","P1","Approved","partial","Reference/requirements.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/operations/operationRunRpcClient.ts; packages/vscode-extension/src/operations/backendOperationClient.ts; packages/vscode-extension/tests/operationRunRpcClient.test.ts; packages/vscode-extension/tests/backendOperationClient.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/status/statusSnapshotRpcClient.ts; packages/vscode-extension/tests/statusSnapshotRpcClient.test.ts; packages/vscode-extension/src/status/statusRefreshRpcClient.ts; packages/vscode-extension/tests/statusRefreshRpcClient.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/scm/vscodeSourceControlPresenter.ts; packages/vscode-extension/tests/vscodeSourceControlPresenter.test.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","local-file installed switch happy path is covered; broad remote/auth/certificate matrices, switched working-copy edge cases, and load evidence remain open"
"BRM-006","P1","Approved","blocked","none","none","merge range is post-Beta and remains an explicit non-claim"
"BRM-007","P1","Approved","blocked","none","none","two-tree merge is post-Beta and remains an explicit non-claim"
"BRM-008","P1","Approved","blocked","none","none","merge preview is post-Beta and remains an explicit non-claim"
"BRM-009","P1","Approved","blocked","none","none","mergeinfo is post-Beta and remains an explicit non-claim"
"BRM-010","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"BRM-011","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"BRM-012","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-001","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/history/historySettings.ts; packages/vscode-extension/tests/historySettings.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Repository Log fixture/E2E, full author/text/path/date/revision filtering beyond loaded-entry search, backend search/filter RPC, long-term history cache policy, cancellation protocol, auth/cert installed scenarios, mergeinfo/copy-lineage visualization, accessibility evidence, and Repository Log performance benchmark evidence remain open"
"HIS-002","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; Reference/command_catalog.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/history/historySettings.ts; packages/vscode-extension/tests/historySettings.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","real copy/rename-crossing native fixture evidence, stop-on-copy toggle, installed File History E2E, auth/cert E2E, accessibility evidence, performance evidence, cancellation protocol, long-term history cache policy, offline behavior, and full search/filter evidence remain open"
"HIS-003","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; packages/vscode-extension/src/history/lineHistoryCommandController.ts; packages/vscode-extension/tests/lineHistoryCommandController.test.ts; packages/vscode-extension/src/history/historyBlameRpcClient.ts; packages/vscode-extension/tests/historyBlameRpcClient.test.ts; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/editor/activeEditorContextService.ts; packages/vscode-extension/tests/activeEditorContextService.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyRevisionDetailsDocument.ts; packages/vscode-extension/tests/historyRevisionDetailsDocument.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","backend history/line RPC, BASE-to-WORKING line mapping, dirty/uncommitted line history, copy/rename-aware line tracing and copy-boundary explanation, changed-path loading for line-history rows, merged-revision expansion, pagination/load-more, arbitrary editor-line targets outside current projection, richer dedicated line-history UI, installed VSIX/E2E coverage including auth/cert scenarios, accessibility evidence, and performance evidence remain open"
"HIS-004","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/history/historyBlameRpcClient.ts; packages/vscode-extension/tests/historyBlameRpcClient.test.ts; packages/vscode-extension/src/history/historyBlameDocument.ts; packages/vscode-extension/tests/historyBlameDocument.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","active-editor blame for unmodified files, current-line/gutter decoration integration beyond separately tracked Lens partials, line history integration, BASE-to-WORKING uncommitted line mapping, HEAD/revision blame, pagination/load-more, cache policy, cancellation protocol, binary/external viewer UX, Tortoise blame, installed auth/cert E2E, accessibility evidence, and full performance benchmark evidence remain open"
"HIS-005","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; packages/vscode-extension/src/history/historyBlameRpcClient.ts; packages/vscode-extension/tests/historyBlameRpcClient.test.ts; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/lens/lensSettings.ts; packages/vscode-extension/tests/lensSettings.test.ts; packages/vscode-extension/src/lens/currentLineBlameStatusBarService.ts; packages/vscode-extension/tests/currentLineBlameStatusBarService.test.ts; packages/vscode-extension/src/lens/currentLineBlameHoverProvider.ts; packages/vscode-extension/tests/currentLineBlameHoverProvider.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/scm/sourceControlProjectionService.ts; packages/vscode-extension/tests/sourceControlProjectionService.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Current Line fixture/E2E, BASE-to-WORKING line mapping, uncommitted current-line display, gutter decorations, current-line cache policy, backend cancellation protocol, unmodified-file discovery outside projection, peg-aware log lookup across rename/copy boundaries, accessibility evidence, and full Lens performance benchmark evidence remain open"
"HIS-006","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; packages/vscode-extension/src/lens/lensSettings.ts; packages/vscode-extension/tests/lensSettings.test.ts; packages/vscode-extension/src/lens/fileHeaderCodeLensProvider.ts; packages/vscode-extension/tests/fileHeaderCodeLensProvider.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/scm/sourceControlProjectionService.ts; packages/vscode-extension/tests/sourceControlProjectionService.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed File Header Lens fixture/E2E, broader SVN Lens performance benchmark, unmodified-file discovery, full current-line/symbol/history cache behavior, remote/auth/cancellation behavior, accessibility evidence, and full release performance evidence remain open"
"HIS-007","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/11_SVN_Lens_History_and_Diff.md; packages/vscode-extension/src/history/historyBlameRpcClient.ts; packages/vscode-extension/tests/historyBlameRpcClient.test.ts; packages/vscode-extension/src/lens/lensSettings.ts; packages/vscode-extension/tests/lensSettings.test.ts; packages/vscode-extension/src/lens/symbolHistoryCodeLensProvider.ts; packages/vscode-extension/tests/symbolHistoryCodeLensProvider.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/scm/sourceControlProjectionService.ts; packages/vscode-extension/tests/sourceControlProjectionService.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Symbol Lens fixture/E2E, full symbol history cache policy, visible-range prefetch, backend cancellation protocol, BASE-to-WORKING line mapping, uncommitted symbol attribution, log-message summaries, copy-lineage/mergeinfo aggregation, changed-path drilldown, line history integration, symbol decorations, unmodified-file discovery outside projection, accessibility evidence, and full Lens performance benchmark evidence remain open"
"HIS-008","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/command_catalog.csv; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyRevisionDetailsDocument.ts; packages/vscode-extension/tests/historyRevisionDetailsDocument.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Revision Details fixture/E2E, full revprop retrieval beyond loaded svn:author/svn:date/svn:log, mergeinfo visualization, changed-path open/compare actions, working-copy action buttons, copy URL actions, webview UI, cache policy, cancellation behavior, and performance evidence remain open"
"HIS-009","P1","Approved","partial","docs/plans/m5-content-diff-history.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/revisionContentUri.ts; packages/vscode-extension/tests/revisionContentUri.test.ts; packages/vscode-extension/src/content/revisionContentDocumentProvider.ts; packages/vscode-extension/tests/revisionContentDocumentProvider.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyOpenRevisionCommand.ts; packages/vscode-extension/tests/historyOpenRevisionCommand.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed Open Revision fixture/E2E, arbitrary revision and URL input surfaces, repository changed-path open by repository URL, copy/rename peg-aware URL semantics, binary external viewer handoff, cancellation behavior, revision content cache policy, and performance evidence remain open"
"HIS-010","P1","Approved","partial","docs/plans/m5-content-diff-history.md; Reference/command_catalog.csv; Reference/legacy_migration.csv; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; crates/subversionr-daemon/tests/native_bridge.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/content/contentGetRpcClient.ts; packages/vscode-extension/tests/contentGetRpcClient.test.ts; packages/vscode-extension/src/content/revisionContentUri.ts; packages/vscode-extension/tests/revisionContentUri.test.ts; packages/vscode-extension/src/content/revisionContentDocumentProvider.ts; packages/vscode-extension/tests/revisionContentDocumentProvider.test.ts; packages/vscode-extension/src/history/historyLogRpcClient.ts; packages/vscode-extension/tests/historyLogRpcClient.test.ts; packages/vscode-extension/src/history/historyTreeDataProvider.ts; packages/vscode-extension/tests/historyTreeDataProvider.test.ts; packages/vscode-extension/src/history/historyCompareRevisionCommand.ts; packages/vscode-extension/tests/historyCompareRevisionCommand.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/package.nls.json; packages/vscode-extension/package.nls.ja.json; packages/vscode-extension/package.nls.zh-cn.json; packages/vscode-extension/l10n/bundle.l10n.json; packages/vscode-extension/l10n/bundle.l10n.ja.json; packages/vscode-extension/l10n/bundle.l10n.zh-cn.json; packages/vscode-extension/tests/extensionManifest.test.ts","none","installed History Compare Revisions fixture/E2E, repository revision and changed-path URL compare, arbitrary URL input surfaces, copy/rename peg-aware URL semantics, property/binary external diff rendering, authentication/cancellation behavior, and performance evidence remain open"
"HIS-011","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-012","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-013","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-014","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-015","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"HIS-016","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
